Facies,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Latitude,Longitude
6,A1 LM,2926.5,24.14,0.471,5.3,11.3,,2,0.4,37.6747257,-101.1675259
6,A1 LM,2927,24.6,0.458,5.8,12.115,,2,0.385,37.6747257,-101.1675259
6,A1 LM,2927.5,24.58,0.455,4,13.465,,2,0.369,37.6747257,-101.1675259
6,A1 LM,2928,23.59,0.47,2.8,14.2,,2,0.354,37.6747257,-101.1675259
6,A1 LM,2928.5,23.16,0.513,1.8,14.145,,2,0.338,37.6747257,-101.1675259
6,A1 LM,2929,23.61,0.555,1,13.805,,2,0.323,37.6747257,-101.1675259
6,A1 LM,2929.5,24.99,0.604,0.3,13.48,,2,0.308,37.6747257,-101.1675259
6,A1 LM,2930,26.45,0.635,0.9,12.775,,2,0.292,37.6747257,-101.1675259
8,A1 LM,2930.5,28.39,0.661,1.7,12.095,,2,0.277,37.6747257,-101.1675259
6,A1 LM,2931,31.6,0.679,2.1,11.665,,2,0.262,37.6747257,-101.1675259
6,A1 LM,2931.5,35.71,0.696,2.3,11.39,,2,0.246,37.6747257,-101.1675259
5,A1 LM,2932,41.34,0.702,2.8,11.395,,2,0.231,37.6747257,-101.1675259
6,A1 LM,2932.5,46.73,0.708,4.4,11.895,,2,0.215,37.6747257,-101.1675259
6,A1 LM,2933,54.15,0.72,5.6,11.94,,2,0.2,37.6747257,-101.1675259
6,A1 LM,2933.5,60.63,0.739,9.2,10.59,,2,0.185,37.6747257,-101.1675259
4,A1 LM,2934,65.2,0.774,11.3,11.15,,2,0.169,37.6747257,-101.1675259
4,A1 LM,2934.5,72.19,0.803,12.1,11.505,,2,0.154,37.6747257,-101.1675259
4,A1 LM,2935,78.39,0.825,11.7,11.98,,2,0.138,37.6747257,-101.1675259
4,A1 LM,2935.5,82.48,0.836,9.7,12.595,,2,0.123,37.6747257,-101.1675259
4,A1 LM,2936,83.8,0.811,7.6,13.18,,2,0.108,37.6747257,-101.1675259
4,A1 LM,2936.5,84.86,0.78,6.8,13.15,,2,0.092,37.6747257,-101.1675259
6,A1 LM,2937,84.28,0.755,7.4,11.64,,2,0.077,37.6747257,-101.1675259
6,A1 LM,2937.5,78.32,0.739,4.3,9.2,,2,0.062,37.6747257,-101.1675259
6,A1 LM,2938,70.15,0.727,4.1,8.565,,2,0.046,37.6747257,-101.1675259
8,A1 LM,2938.5,66.53,0.721,3.4,8.37,,2,0.031,37.6747257,-101.1675259
8,A1 LM,2939,69.31,0.717,6.4,10.21,,2,0.015,37.6747257,-101.1675259
3,B1 SH,2939.5,78.58,0.717,8.4,12.53,,1,1,37.6747257,-101.1675259
3,B1 SH,2940,81.81,0.717,8.6,15.21,,1,0.969,37.6747257,-101.1675259
3,B1 SH,2940.5,82.02,0.716,4.5,15.43,,1,0.938,37.6747257,-101.1675259
2,B1 SH,2941,75.3,0.722,4.9,13.615,,1,0.906,37.6747257,-101.1675259
2,B1 SH,2941.5,66.45,0.722,6.8,12.37,,1,0.875,37.6747257,-101.1675259
2,B1 SH,2942,63.91,0.722,7.4,11.865,,1,0.844,37.6747257,-101.1675259
2,B1 SH,2942.5,64.11,0.721,7.9,11.92,,1,0.813,37.6747257,-101.1675259
2,B1 SH,2943,66.41,0.721,9,12.185,,1,0.781,37.6747257,-101.1675259
3,B1 SH,2943.5,72.43,0.721,9.9,12.38,,1,0.75,37.6747257,-101.1675259
3,B1 SH,2944,75.89,0.714,9.6,12.83,,1,0.719,37.6747257,-101.1675259
3,B1 SH,2944.5,79.81,0.708,8.2,13.335,,1,0.688,37.6747257,-101.1675259
3,B1 SH,2945,81.22,0.702,7.2,12.765,,1,0.656,37.6747257,-101.1675259
3,B1 SH,2945.5,80.73,0.689,7.2,12.065,,1,0.625,37.6747257,-101.1675259
3,B1 SH,2946,80.21,0.679,7.3,11.605,,1,0.594,37.6747257,-101.1675259
2,B1 SH,2946.5,79.31,0.667,7.5,11.49,,1,0.563,37.6747257,-101.1675259
2,B1 SH,2947,77.91,0.655,7.2,11.755,,1,0.531,37.6747257,-101.1675259
2,B1 SH,2947.5,75.57,0.641,6.6,11.25,,1,0.5,37.6747257,-101.1675259
2,B1 SH,2948,72.63,0.625,5.8,10.46,,1,0.469,37.6747257,-101.1675259
2,B1 SH,2948.5,69.14,0.607,5.6,10.285,,1,0.438,37.6747257,-101.1675259
2,B1 SH,2949,65.21,0.589,4.7,10.23,,1,0.406,37.6747257,-101.1675259
2,B1 SH,2949.5,60.86,0.571,4,10.185,,1,0.375,37.6747257,-101.1675259
2,B1 SH,2950,57.85,0.551,4.7,9.525,,1,0.344,37.6747257,-101.1675259
2,B1 SH,2950.5,59.87,0.531,5,9.17,,1,0.313,37.6747257,-101.1675259
2,B1 SH,2951,63.55,0.512,7.2,9.93,,1,0.281,37.6747257,-101.1675259
2,B1 SH,2951.5,69.27,0.496,8.1,11.3,,1,0.25,37.6747257,-101.1675259
2,B1 SH,2952,79.55,0.473,8.2,13.005,,1,0.219,37.6747257,-101.1675259
2,B1 SH,2952.5,84.75,0.447,10.1,13.945,,1,0.188,37.6747257,-101.1675259
2,B1 SH,2953,86.1,0.438,11.6,14.59,,1,0.156,37.6747257,-101.1675259
2,B1 SH,2953.5,87.01,0.464,12.1,15.205,,1,0.125,37.6747257,-101.1675259
3,B1 SH,2954,87.46,0.614,6.2,18.555,,1,0.094,37.6747257,-101.1675259
3,B1 SH,2954.5,85.24,0.667,6.9,19.51,,1,0.063,37.6747257,-101.1675259
3,B1 SH,2955,78.97,0.721,8.5,20.405,,1,0.031,37.6747257,-101.1675259
2,B1 SH,2955.5,78.97,0.721,8.5,20.405,,1,0.031,37.6747257,-101.1675259
8,B1 LM,2956,67.92,0.795,9.2,19.835,,2,1,37.6747257,-101.1675259
8,B1 LM,2956.5,50.23,0.878,5.1,11.71,,2,0.952,37.6747257,-101.1675259
8,B1 LM,2957,28.31,0.957,5.4,8.42,,2,0.905,37.6747257,-101.1675259
8,B1 LM,2957.5,23.76,0.983,4.4,7.42,,2,0.857,37.6747257,-101.1675259
8,B1 LM,2958,21.89,1.004,4.3,7.245,,2,0.81,37.6747257,-101.1675259
8,B1 LM,2958.5,20.94,1.016,3.3,7.44,,2,0.762,37.6747257,-101.1675259
8,B1 LM,2959,20.93,1.015,3,7.31,,2,0.714,37.6747257,-101.1675259
8,B1 LM,2959.5,22.27,0.922,2.8,7.005,,2,0.667,37.6747257,-101.1675259
8,B1 LM,2960,26.48,0.885,2.7,6.79,,2,0.619,37.6747257,-101.1675259
8,B1 LM,2960.5,27.04,0.866,3.3,6.84,,2,0.571,37.6747257,-101.1675259
6,B1 LM,2961,29.7,0.848,4.4,7.2,,2,0.524,37.6747257,-101.1675259
5,B1 LM,2961.5,36.65,0.834,5.8,7.665,,2,0.476,37.6747257,-101.1675259
5,B1 LM,2962,38.96,0.894,6.6,7.855,,2,0.429,37.6747257,-101.1675259
5,B1 LM,2962.5,38.94,0.947,6.9,7.745,,2,0.381,37.6747257,-101.1675259
6,B1 LM,2963,38.93,0.97,6,6.96,,2,0.333,37.6747257,-101.1675259
6,B1 LM,2963.5,39.54,0.914,4.9,5.64,,2,0.286,37.6747257,-101.1675259
8,B1 LM,2964,40.03,0.868,4.3,4.76,,2,0.238,37.6747257,-101.1675259
8,B1 LM,2964.5,41.75,0.827,4.2,4.53,,2,0.19,37.6747257,-101.1675259
8,B1 LM,2965,44.91,0.785,4.2,4.57,,2,0.143,37.6747257,-101.1675259
8,B1 LM,2965.5,58.36,0.741,4.3,4.625,,2,0.095,37.6747257,-101.1675259
4,B1 LM,2966,71.82,0.716,4.5,5.065,,2,0.048,37.6747257,-101.1675259
3,B2 SH,2966.5,81.13,0.697,7,7.925,,1,1,37.6747257,-101.1675259
3,B2 SH,2967,88.32,0.68,9.6,11.79,,1,0.957,37.6747257,-101.1675259
3,B2 SH,2967.5,90.49,0.663,7.7,13.675,,1,0.913,37.6747257,-101.1675259
3,B2 SH,2968,90.26,0.638,7,14.01,,1,0.87,37.6747257,-101.1675259
3,B2 SH,2968.5,89.38,0.61,6.9,13.45,,1,0.826,37.6747257,-101.1675259
3,B2 SH,2969,88.92,0.561,8.6,12.73,,1,0.783,37.6747257,-101.1675259
3,B2 SH,2969.5,89.37,0.5,9.8,12.52,,1,0.739,37.6747257,-101.1675259
3,B2 SH,2970,92.6,0.418,9.4,13.625,,1,0.696,37.6747257,-101.1675259
3,B2 SH,2970.5,101.17,0.384,10.2,14.655,,1,0.652,37.6747257,-101.1675259
3,B2 SH,2971,110.95,0.352,12.7,16.07,,1,0.609,37.6747257,-101.1675259
3,B2 SH,2971.5,112.65,0.344,16.5,18.115,,1,0.565,37.6747257,-101.1675259
3,B2 SH,2972,113.04,0.378,15.5,19.145,,1,0.522,37.6747257,-101.1675259
3,B2 SH,2972.5,112.5,0.413,8.1,22.875,,1,0.478,37.6747257,-101.1675259
3,B2 SH,2973,109.7,0.449,6.5,22.745,,1,0.435,37.6747257,-101.1675259
3,B2 SH,2973.5,105.04,0.473,6.4,22.595,,1,0.391,37.6747257,-101.1675259
3,B2 SH,2974,98.57,0.497,6.3,22.305,,1,0.348,37.6747257,-101.1675259
3,B2 SH,2974.5,88.41,0.509,5.3,18.38,,1,0.304,37.6747257,-101.1675259
2,B2 SH,2975,81.26,0.519,4,15.185,,1,0.261,37.6747257,-101.1675259
2,B2 SH,2975.5,77.18,0.521,2.7,14.155,,1,0.217,37.6747257,-101.1675259
2,B2 SH,2976,73.22,0.524,0.1,13.19,,1,0.174,37.6747257,-101.1675259
2,B2 SH,2976.5,69.67,0.56,-4.4,15.205,,1,0.13,37.6747257,-101.1675259
3,B2 SH,2977,64.08,0.618,-4.7,20.42,,1,0.087,37.6747257,-101.1675259
3,B2 SH,2977.5,58.49,0.679,-1.4,20.12,,1,0.043,37.6747257,-101.1675259
5,B2 LM,2978,37.39,0.728,1.4,11.565,,2,1,37.6747257,-101.1675259
5,B2 LM,2978.5,15.38,0.759,1.2,11.245,,2,0.95,37.6747257,-101.1675259
8,B2 LM,2979,13.87,0.769,1.7,10.85,,2,0.9,37.6747257,-101.1675259
8,B2 LM,2979.5,13.94,0.771,3.3,9.9,,2,0.85,37.6747257,-101.1675259
8,B2 LM,2980,15.34,0.771,3.2,9.74,,2,0.8,37.6747257,-101.1675259
8,B2 LM,2980.5,18.94,0.769,2.8,9.505,,2,0.75,37.6747257,-101.1675259
8,B2 LM,2981,21.24,0.764,1.4,9.565,,2,0.7,37.6747257,-101.1675259
8,B2 LM,2981.5,22.62,0.764,0.6,9.815,,2,0.65,37.6747257,-101.1675259
8,B2 LM,2982,21.9,0.77,0.6,9.76,,2,0.6,37.6747257,-101.1675259
8,B2 LM,2982.5,21.67,0.806,0.6,9.64,,2,0.55,37.6747257,-101.1675259
8,B2 LM,2983,21.78,0.857,0.3,9.21,,2,0.5,37.6747257,-101.1675259
8,B2 LM,2983.5,22.17,0.885,0.7,8.565,,2,0.45,37.6747257,-101.1675259
8,B2 LM,2984,22.56,0.906,0.8,7.955,,2,0.4,37.6747257,-101.1675259
8,B2 LM,2984.5,23.93,0.915,1,7.5,,2,0.35,37.6747257,-101.1675259
8,B2 LM,2985,27.17,0.91,0.9,7.26,,2,0.3,37.6747257,-101.1675259
8,B2 LM,2985.5,31.22,0.851,0.5,7.01,,2,0.25,37.6747257,-101.1675259
8,B2 LM,2986,37.79,0.785,-0.1,7.075,,2,0.2,37.6747257,-101.1675259
6,B2 LM,2986.5,51.83,0.672,-0.2,7.25,,2,0.15,37.6747257,-101.1675259
6,B2 LM,2987,69.13,0.534,4.5,9.81,,2,0.1,37.6747257,-101.1675259
8,B2 LM,2987.5,87.71,0.391,9.1,12.365,,2,0.05,37.6747257,-101.1675259
3,B3 SH,2988,94.42,0.33,8.8,18.165,,1,1,37.6747257,-101.1675259
3,B3 SH,2988.5,100.7,0.31,5.9,23.165,,1,0.963,37.6747257,-101.1675259
3,B3 SH,2989,103.11,0.292,7.3,22.76,,1,0.926,37.6747257,-101.1675259
3,B3 SH,2989.5,104.14,0.312,6.4,21.565,,1,0.889,37.6747257,-101.1675259
3,B3 SH,2990,102.97,0.324,5,20.26,,1,0.852,37.6747257,-101.1675259
3,B3 SH,2990.5,99,0.346,4.1,19.565,,1,0.815,37.6747257,-101.1675259
3,B3 SH,2991,96.66,0.369,3.5,19.015,,1,0.778,37.6747257,-101.1675259
3,B3 SH,2991.5,94.79,0.393,9.2,15.415,,1,0.741,37.6747257,-101.1675259
2,B3 SH,2992,82.52,0.428,7.9,15.64,,1,0.704,37.6747257,-101.1675259
2,B3 SH,2992.5,77.61,0.456,2.6,13.58,,1,0.667,37.6747257,-101.1675259
2,B3 SH,2993,75.55,0.494,2.7,12,,1,0.63,37.6747257,-101.1675259
2,B3 SH,2993.5,74.77,0.537,3.5,11.51,,1,0.593,37.6747257,-101.1675259
2,B3 SH,2994,76.3,0.569,5.2,12.03,,1,0.556,37.6747257,-101.1675259
2,B3 SH,2994.5,79.38,0.606,4.8,13.775,,1,0.519,37.6747257,-101.1675259
2,B3 SH,2995,80.76,0.638,4.4,14.53,,1,0.481,37.6747257,-101.1675259
2,B3 SH,2995.5,80.75,0.655,4.2,13.82,,1,0.444,37.6747257,-101.1675259
2,B3 SH,2996,78.97,0.67,4,11.185,,1,0.407,37.6747257,-101.1675259
2,B3 SH,2996.5,74.62,0.661,4.2,10.615,,1,0.37,37.6747257,-101.1675259
2,B3 SH,2997,72.21,0.643,3.7,10.69,,1,0.333,37.6747257,-101.1675259
2,B3 SH,2997.5,72.65,0.624,2.6,11.085,,1,0.296,37.6747257,-101.1675259
2,B3 SH,2998,78.02,0.604,2.9,11.185,,1,0.259,37.6747257,-101.1675259
2,B3 SH,2998.5,83.45,0.589,5.3,11.95,,1,0.222,37.6747257,-101.1675259
2,B3 SH,2999,84.37,0.571,7.1,12.69,,1,0.185,37.6747257,-101.1675259
2,B3 SH,2999.5,76.3,0.563,8.1,12.975,,1,0.148,37.6747257,-101.1675259
3,B3 SH,3000,67.17,0.616,9,13.23,,1,0.111,37.6747257,-101.1675259
3,B3 SH,3000.5,58.04,0.69,9.3,12.135,,1,0.074,37.6747257,-101.1675259
3,B3 SH,3001,47.67,0.749,8.3,9.755,,1,0.037,37.6747257,-101.1675259
3,B3 SH,3001.5,36.2,0.787,5,8.545,,1,0,37.6747257,-101.1675259
8,B3 LM,3002,36.2,0.787,5,8.545,,2,1,37.6747257,-101.1675259
8,B3 LM,3002.5,33.43,0.803,2.3,8.365,,2,0.667,37.6747257,-101.1675259
8,B3 LM,3003,34.13,0.797,2.2,8.58,,2,0.333,37.6747257,-101.1675259
2,B4 SH,3003.5,38.89,0.784,5.1,8.17,,1,1,37.6747257,-101.1675259
2,B4 SH,3004,50.61,0.766,5.6,7.995,,1,0.958,37.6747257,-101.1675259
2,B4 SH,3004.5,59.35,0.747,5.1,8.205,,1,0.917,37.6747257,-101.1675259
2,B4 SH,3005,64.74,0.728,4.5,8.505,,1,0.875,37.6747257,-101.1675259
2,B4 SH,3005.5,71.24,0.707,4,8.925,,1,0.833,37.6747257,-101.1675259
2,B4 SH,3006,72.62,0.685,4.3,9.675,,1,0.792,37.6747257,-101.1675259
2,B4 SH,3006.5,77.63,0.661,4.8,10.675,,1,0.75,37.6747257,-101.1675259
2,B4 SH,3007,84.78,0.617,4.8,11.425,,1,0.708,37.6747257,-101.1675259
2,B4 SH,3007.5,88.14,0.589,5,11.935,,1,0.667,37.6747257,-101.1675259
2,B4 SH,3008,89.78,0.554,5.3,12.21,,1,0.625,37.6747257,-101.1675259
2,B4 SH,3008.5,86.7,0.52,4.8,11.29,,1,0.583,37.6747257,-101.1675259
2,B4 SH,3009,78.2,0.493,4.9,10.755,,1,0.542,37.6747257,-101.1675259
2,B4 SH,3009.5,73.68,0.47,4.4,10.79,,1,0.5,37.6747257,-101.1675259
2,B4 SH,3010,72.57,0.456,3.7,11.08,,1,0.458,37.6747257,-101.1675259
2,B4 SH,3010.5,77.21,0.444,3.5,11.495,,1,0.417,37.6747257,-101.1675259
2,B4 SH,3011,81.84,0.444,3.6,11.985,,1,0.375,37.6747257,-101.1675259
2,B4 SH,3011.5,83.79,0.438,4,12.38,,1,0.333,37.6747257,-101.1675259
2,B4 SH,3012,84.57,0.438,4.3,12.78,,1,0.292,37.6747257,-101.1675259
2,B4 SH,3012.5,85.68,0.431,4.4,13.26,,1,0.25,37.6747257,-101.1675259
2,B4 SH,3013,86.46,0.431,5.2,14.46,,1,0.208,37.6747257,-101.1675259
2,B4 SH,3013.5,86.45,0.431,7,16.615,,1,0.167,37.6747257,-101.1675259
2,B4 SH,3014,85.52,0.431,9.1,17.94,,1,0.125,37.6747257,-101.1675259
2,B4 SH,3014.5,65.56,0.441,9.3,18.225,,1,0.083,37.6747257,-101.1675259
2,B4 SH,3015,43.49,0.549,6.3,17.055,,1,0.042,37.6747257,-101.1675259
8,B4 LM,3015.5,31.57,0.617,-0.1,14.37,,2,1,37.6747257,-101.1675259
8,B4 LM,3016,29.3,0.621,-2.3,13.62,,2,0.833,37.6747257,-101.1675259
8,B4 LM,3016.5,27.9,0.627,-0.6,12.335,,2,0.667,37.6747257,-101.1675259
8,B4 LM,3017,40.33,0.627,1.3,11.47,,2,0.5,37.6747257,-101.1675259
8,B4 LM,3017.5,54.83,0.627,3.5,11.895,,2,0.333,37.6747257,-101.1675259
8,B4 LM,3018,69.32,0.617,12.1,16.105,,2,0.167,37.6747257,-101.1675259
3,B5 SH,3018.5,83.21,0.594,14.4,19.345,,1,1,37.6747257,-101.1675259
3,B5 SH,3019,91.02,0.494,13.3,21.48,,1,0.875,37.6747257,-101.1675259
3,B5 SH,3019.5,95.68,0.378,9.7,22.44,,1,0.75,37.6747257,-101.1675259
3,B5 SH,3020,98.58,0.356,9.4,23.4,,1,0.625,37.6747257,-101.1675259
3,B5 SH,3020.5,97.21,0.33,11.6,24.03,,1,0.5,37.6747257,-101.1675259
3,B5 SH,3021,94.91,0.318,12.9,23.59,,1,0.375,37.6747257,-101.1675259
3,B5 SH,3021.5,90.57,0.312,12.3,23.56,,1,0.25,37.6747257,-101.1675259
3,B5 SH,3022,81.18,0.324,11.1,23.74,,1,0.125,37.6747257,-101.1675259
8,B5 LM,3022.5,43.14,0.34,0.6,16.815,,2,1,37.6747257,-101.1675259
8,B5 LM,3023,33.38,0.36,4.2,15.15,,2,0.967,37.6747257,-101.1675259
8,B5 LM,3023.5,29.88,0.38,6,15.305,,2,0.933,37.6747257,-101.1675259
8,B5 LM,3024,28.03,0.354,6.6,15.51,,2,0.9,37.6747257,-101.1675259
8,B5 LM,3024.5,27.17,0.336,6.5,15.77,,2,0.867,37.6747257,-101.1675259
8,B5 LM,3025,26.22,0.305,4.1,17.315,,2,0.833,37.6747257,-101.1675259
8,B5 LM,3025.5,24.5,0.243,3,18.23,,2,0.8,37.6747257,-101.1675259
8,B5 LM,3026,22.65,0.179,2,18.72,,2,0.767,37.6747257,-101.1675259
8,B5 LM,3026.5,19.4,0.158,1.1,18.76,,2,0.733,37.6747257,-101.1675259
8,B5 LM,3027,17.21,0.155,-0.5,18.505,,2,0.7,37.6747257,-101.1675259
8,B5 LM,3027.5,14.82,0.158,-1.4,17.86,,2,0.667,37.6747257,-101.1675259
8,B5 LM,3028,13.34,0.17,-0.2,16.15,,2,0.633,37.6747257,-101.1675259
8,B5 LM,3028.5,14.37,0.188,1.1,14.38,,2,0.6,37.6747257,-101.1675259
8,B5 LM,3029,16.58,0.236,1.7,12.975,,2,0.567,37.6747257,-101.1675259
8,B5 LM,3029.5,19.36,0.342,1.7,11.93,,2,0.533,37.6747257,-101.1675259
6,B5 LM,3030,22.13,0.417,2.2,11.195,,2,0.5,37.6747257,-101.1675259
6,B5 LM,3030.5,24.46,0.441,3.7,10.44,,2,0.467,37.6747257,-101.1675259
6,B5 LM,3031,27.42,0.452,4.8,10.075,,2,0.433,37.6747257,-101.1675259
6,B5 LM,3031.5,31.51,0.452,6.1,10.06,,2,0.4,37.6747257,-101.1675259
7,B5 LM,3032,36.65,0.452,6.9,10.375,,2,0.367,37.6747257,-101.1675259
7,B5 LM,3032.5,42.07,0.452,7.3,10.785,,2,0.333,37.6747257,-101.1675259
8,B5 LM,3033,44.85,0.464,6.9,11.1,,2,0.3,37.6747257,-101.1675259
8,B5 LM,3033.5,43.82,0.487,3.2,12.825,,2,0.267,37.6747257,-101.1675259
