Facies,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Latitude,Longitude
8,A1 LM,2927.5,40.25,0.873,-1.021,5.318,4.52,2,0.989,37.3564256,-101.1060452
8,A1 LM,2928,33.625,0.906,0.046,4.788,4.375,2,0.978,37.3564256,-101.1060452
8,A1 LM,2928.5,35.063,0.951,0.086,5.285,3.943,2,0.967,37.3564256,-101.1060452
8,A1 LM,2929,35.844,0.99,-0.207,5.676,3.58,2,0.957,37.3564256,-101.1060452
8,A1 LM,2929.5,39.594,1.003,-1.041,6.217,3.395,2,0.946,37.3564256,-101.1060452
6,A1 LM,2930,39.969,0.994,-1.57,6.599,3.467,2,0.935,37.3564256,-101.1060452
6,A1 LM,2930.5,40.688,0.984,-1.863,6.306,3.547,2,0.924,37.3564256,-101.1060452
6,A1 LM,2931,39.875,0.939,-1.698,5.214,3.799,2,0.913,37.3564256,-101.1060452
6,A1 LM,2931.5,46.813,0.857,-0.436,4.88,4.273,2,0.902,37.3564256,-101.1060452
5,A1 LM,2932,51.281,0.809,3.982,9.982,3.356,2,0.891,37.3564256,-101.1060452
5,A1 LM,2932.5,67.188,0.791,4.184,18.863,2.783,2,0.88,37.3564256,-101.1060452
3,A1 LM,2933,71.563,0.772,3.478,22.157,2.416,2,0.87,37.3564256,-101.1060452
3,A1 LM,2933.5,75.375,0.746,-0.136,20.595,2.496,2,0.859,37.3564256,-101.1060452
4,A1 LM,2934,75.813,0.733,1.94,19.935,2.969,2,0.848,37.3564256,-101.1060452
3,A1 LM,2934.5,79.375,0.73,2.966,20.96,2.967,2,0.837,37.3564256,-101.1060452
3,A1 LM,2935,79.438,0.734,1.488,19.02,3.406,2,0.826,37.3564256,-101.1060452
8,A1 LM,2935.5,64.438,0.762,-3.187,14.808,3.836,2,0.815,37.3564256,-101.1060452
8,A1 LM,2936,49.438,0.798,-2.171,11.595,4.863,2,0.804,37.3564256,-101.1060452
8,A1 LM,2936.5,41.031,0.817,0,9.082,4.516,2,0.793,37.3564256,-101.1060452
8,A1 LM,2937,40.906,0.836,1.127,7.466,4.168,2,0.783,37.3564256,-101.1060452
8,A1 LM,2937.5,43.156,0.865,1.022,7.133,3.955,2,0.772,37.3564256,-101.1060452
8,A1 LM,2938,51.344,0.843,1.299,6.953,3.928,2,0.761,37.3564256,-101.1060452
8,A1 LM,2938.5,56.75,0.78,1.37,7.37,3.953,2,0.75,37.3564256,-101.1060452
8,A1 LM,2939,65.5,0.722,2.225,8.225,3.93,2,0.739,37.3564256,-101.1060452
8,A1 LM,2939.5,74.813,0.661,3.038,9.266,3.586,2,0.728,37.3564256,-101.1060452
6,A1 LM,2940,92.188,0.613,4.283,10.511,3.299,2,0.717,37.3564256,-101.1060452
6,A1 LM,2940.5,104.063,0.59,4.306,12.247,3.088,2,0.707,37.3564256,-101.1060452
6,A1 LM,2941,103.563,0.58,3.915,12.54,3.211,2,0.696,37.3564256,-101.1060452
6,A1 LM,2941.5,99.188,0.573,3.866,13.175,3.232,2,0.685,37.3564256,-101.1060452
6,A1 LM,2942,90.375,0.595,6.423,13.792,2.979,2,0.663,37.3564256,-101.1060452
6,A1 LM,2942.5,82.063,0.625,6.823,12.367,3.094,2,0.652,37.3564256,-101.1060452
4,A1 LM,2943,79.375,0.677,5.522,10.493,3.104,2,0.641,37.3564256,-101.1060452
4,A1 LM,2943.5,76.313,0.739,4.471,10.471,3.254,2,0.63,37.3564256,-101.1060452
4,A1 LM,2944,80.063,0.799,4.584,11.041,3.326,2,0.62,37.3564256,-101.1060452
4,A1 LM,2944.5,76.063,0.865,4.273,11.303,3.393,2,0.609,37.3564256,-101.1060452
4,A1 LM,2945,65.25,0.923,2.835,9.519,3.52,2,0.598,37.3564256,-101.1060452
6,A1 LM,2945.5,44.719,0.95,0.156,7.413,3.178,2,0.587,37.3564256,-101.1060452
6,A1 LM,2946,36.531,0.955,-0.398,7.087,3.221,2,0.576,37.3564256,-101.1060452
6,A1 LM,2946.5,34.656,0.956,0.531,7.672,3.186,2,0.565,37.3564256,-101.1060452
6,A1 LM,2947,45.281,0.951,2.584,9.379,3.412,2,0.554,37.3564256,-101.1060452
6,A1 LM,2947.5,50.063,0.951,4.121,9.893,3.484,2,0.543,37.3564256,-101.1060452
6,A1 LM,2948,54.719,0.944,6.222,10.965,3.441,2,0.533,37.3564256,-101.1060452
5,A1 LM,2948.5,58.5,0.935,6.938,11.909,3.547,2,0.522,37.3564256,-101.1060452
5,A1 LM,2949,59.563,0.93,6.411,10.581,3.459,2,0.511,37.3564256,-101.1060452
5,A1 LM,2949.5,58.281,0.918,3.905,8.302,3.83,2,0.5,37.3564256,-101.1060452
6,A1 LM,2950,47.875,0.925,1.999,6.058,4.281,2,0.489,37.3564256,-101.1060452
6,A1 LM,2950.5,44.156,0.937,0.353,6.581,4.652,2,0.478,37.3564256,-101.1060452
6,A1 LM,2951,38.875,0.959,-0.667,6.819,4.5,2,0.467,37.3564256,-101.1060452
6,A1 LM,2951.5,39.938,1.004,-1.114,6.827,4.105,2,0.457,37.3564256,-101.1060452
8,A1 LM,2952,40.25,1.034,-0.248,6.547,4.094,2,0.446,37.3564256,-101.1060452
8,A1 LM,2952.5,44.219,1.038,1.152,6.123,3.902,2,0.435,37.3564256,-101.1060452
6,A1 LM,2953,40.563,1.046,1.634,6.032,4.133,2,0.424,37.3564256,-101.1060452
6,A1 LM,2953.5,37.125,1.056,0.981,5.952,3.83,2,0.413,37.3564256,-101.1060452
8,A1 LM,2954,33.594,1.063,-0.388,6.296,4.109,2,0.402,37.3564256,-101.1060452
6,A1 LM,2954.5,43.406,1.086,-0.85,5.489,4.129,2,0.391,37.3564256,-101.1060452
6,A1 LM,2955,43.594,1.111,-0.819,4.725,4.742,2,0.38,37.3564256,-101.1060452
6,A1 LM,2955.5,45.563,1.129,0.39,3.419,4.965,2,0.37,37.3564256,-101.1060452
6,A1 LM,2956,43.969,1.145,0.772,3.573,4.68,2,0.359,37.3564256,-101.1060452
6,A1 LM,2956.5,47.719,1.157,1.099,3.784,4.727,2,0.348,37.3564256,-101.1060452
6,A1 LM,2957,46.125,1.162,1.351,4.264,4.629,2,0.337,37.3564256,-101.1060452
6,A1 LM,2957.5,43.219,1.157,1.633,5.007,5.086,2,0.326,37.3564256,-101.1060452
6,A1 LM,2958,38.313,1.135,1.665,5.952,4.77,2,0.315,37.3564256,-101.1060452
6,A1 LM,2958.5,40,1.116,0.98,6.979,4.633,2,0.304,37.3564256,-101.1060452
6,A1 LM,2959,36.656,1.083,0.147,7.177,3.898,2,0.293,37.3564256,-101.1060452
6,A1 LM,2959.5,39.063,1.041,0.221,7.25,3.896,2,0.283,37.3564256,-101.1060452
6,A1 LM,2960,39.063,1.041,0.221,7.25,3.896,2,0.283,37.3564256,-101.1060452
6,A1 LM,2960.5,38.375,1.009,0.654,7.11,3.74,2,0.272,37.3564256,-101.1060452
6,A1 LM,2961,41.75,0.974,1.476,7.704,4.211,2,0.261,37.3564256,-101.1060452
6,A1 LM,2961.5,43.844,0.933,2.566,8.566,3.881,2,0.25,37.3564256,-101.1060452
6,A1 LM,2962,47.469,0.904,2.843,9.755,3.539,2,0.239,37.3564256,-101.1060452
6,A1 LM,2962.5,48.469,0.877,3.6,10.512,3.221,2,0.228,37.3564256,-101.1060452
6,A1 LM,2963,45.875,0.845,4.357,10.585,3.172,2,0.217,37.3564256,-101.1060452
6,A1 LM,2963.5,47,0.823,5.742,10.713,3.248,2,0.207,37.3564256,-101.1060452
6,A1 LM,2964,50.469,0.805,6.166,10.68,3.141,2,0.196,37.3564256,-101.1060452
6,A1 LM,2964.5,53.844,0.788,5.791,10.078,3.162,2,0.185,37.3564256,-101.1060452
6,A1 LM,2965,55.313,0.787,4.743,9.369,3.041,2,0.174,37.3564256,-101.1060452
4,A1 LM,2965.5,60.563,0.795,3.853,8.94,3.074,2,0.163,37.3564256,-101.1060452
4,A1 LM,2966,67.75,0.816,2.991,9.558,2.994,2,0.152,37.3564256,-101.1060452
4,A1 LM,2966.5,72.313,0.855,3.365,10.16,3.098,2,0.141,37.3564256,-101.1060452
4,A1 LM,2967,73.313,0.905,3.429,9.657,3.234,2,0.13,37.3564256,-101.1060452
4,A1 LM,2967.5,73.375,0.952,2.949,8.037,3.74,2,0.12,37.3564256,-101.1060452
4,A1 LM,2968,70.063,1.008,2.203,5.805,4.242,2,0.109,37.3564256,-101.1060452
8,A1 LM,2968.5,70.063,1.008,2.203,5.805,4.242,2,0.109,37.3564256,-101.1060452
6,A1 LM,2969,64.313,1.05,1.187,3.988,4.984,2,0.098,37.3564256,-101.1060452
6,A1 LM,2969.5,60.75,1.091,1.124,3.124,5.223,2,0.087,37.3564256,-101.1060452
6,A1 LM,2970,55.25,1.167,0.723,3.525,5.152,2,0.076,37.3564256,-101.1060452
6,A1 LM,2970.5,55.156,1.25,0.731,4.445,4.875,2,0.065,37.3564256,-101.1060452
8,A1 LM,2971,55.156,1.25,0.731,4.445,4.875,2,0.065,37.3564256,-101.1060452
8,A1 LM,2971.5,52.25,1.299,0.729,5.472,4.863,2,0.054,37.3564256,-101.1060452
6,A1 LM,2972,57.844,1.308,0.687,6.686,4.457,2,0.043,37.3564256,-101.1060452
8,A1 LM,2972.5,61.844,1.222,0.809,6.125,4.773,2,0.033,37.3564256,-101.1060452
8,A1 LM,2973,70.188,1.048,2.187,7.041,3.217,2,0.022,37.3564256,-101.1060452
5,A1 LM,2973.5,71.938,0.864,4.158,14.152,2.467,2,0.011,37.3564256,-101.1060452
3,B1 SH,2974,74.563,0.779,-0.666,32.404,2.168,1,1,37.3564256,-101.1060452
3,B1 SH,2974.5,72.688,0.727,0.793,40.027,2.037,1,0.958,37.3564256,-101.1060452
3,B1 SH,2975,77.438,0.705,-1.06,42.174,1.941,1,0.917,37.3564256,-101.1060452
3,B1 SH,2975.5,80.813,0.695,-1.309,41.299,1.888,1,0.875,37.3564256,-101.1060452
3,B1 SH,2976,82.875,0.672,-2.435,42.571,1.802,1,0.833,37.3564256,-101.1060452
3,B1 SH,2976.5,80.813,0.657,-5.069,38.223,2.248,1,0.792,37.3564256,-101.1060452
3,B1 SH,2977,71.75,0.661,-3.162,27.967,3.102,1,0.75,37.3564256,-101.1060452
3,B1 SH,2977.5,64.313,0.689,-1.192,18.282,3.488,1,0.708,37.3564256,-101.1060452
2,B1 SH,2978,60.563,0.818,3.299,9.983,3.334,1,0.625,37.3564256,-101.1060452
2,B1 SH,2978.5,65.688,0.886,2.794,9.022,3.25,1,0.583,37.3564256,-101.1060452
2,B1 SH,2979,59.125,0.89,2.077,9.446,3.025,1,0.542,37.3564256,-101.1060452
2,B1 SH,2979.5,57.563,0.868,1.903,10.646,2.709,1,0.5,37.3564256,-101.1060452
2,B1 SH,2980,54.156,0.821,1.138,11.021,2.934,1,0.458,37.3564256,-101.1060452
2,B1 SH,2980.5,60.719,0.752,3.491,12.573,2.34,1,0.417,37.3564256,-101.1060452
2,B1 SH,2981,64,0.694,5.213,23.547,1.968,1,0.375,37.3564256,-101.1060452
2,B1 SH,2981.5,68.063,0.675,-1.635,38.745,1.75,1,0.333,37.3564256,-101.1060452
2,B1 SH,2982,66.688,0.646,-3.951,40.768,1.666,1,0.292,37.3564256,-101.1060452
2,B1 SH,2982.5,65.125,0.608,-9.25,33.469,2.354,1,0.25,37.3564256,-101.1060452
2,B1 SH,2983,61.375,0.563,-1.914,21.104,3.387,1,0.208,37.3564256,-101.1060452
2,B1 SH,2983.5,62.125,0.51,3.503,16.468,3.209,1,0.167,37.3564256,-101.1060452
2,B1 SH,2984,67.438,0.495,7.9,19.151,2.902,1,0.125,37.3564256,-101.1060452
2,B1 SH,2984.5,65.313,0.52,7.18,27.683,2.648,1,0.083,37.3564256,-101.1060452
5,B1 LM,2985,60.219,0.545,3.448,27.606,2.652,1,0.042,37.3564256,-101.1060452
7,B1 LM,2985.5,46.75,0.577,-1.737,21.854,3.076,2,1,37.3564256,-101.1060452
8,B1 LM,2986,38.688,0.618,-2.896,11.783,3.871,2,0.969,37.3564256,-101.1060452
8,B1 LM,2986.5,26.547,0.657,-2.215,6.756,4.312,2,0.938,37.3564256,-101.1060452
8,B1 LM,2987,21.375,0.713,0.709,3.393,4.363,2,0.906,37.3564256,-101.1060452
8,B1 LM,2987.5,23.234,0.801,-0.468,5.643,4.492,2,0.875,37.3564256,-101.1060452
8,B1 LM,2988,29.125,0.905,1.12,6.546,4.891,2,0.844,37.3564256,-101.1060452
8,B1 LM,2988.5,32.938,0.996,1.335,8.821,4.641,2,0.813,37.3564256,-101.1060452
8,B1 LM,2989,33.094,1.023,2.804,8.231,4.363,2,0.781,37.3564256,-101.1060452
8,B1 LM,2989.5,27.703,0.995,3.242,8.33,4,2,0.75,37.3564256,-101.1060452
8,B1 LM,2990,27.672,0.929,2.739,7.71,4.219,2,0.719,37.3564256,-101.1060452
8,B1 LM,2990.5,28.172,0.851,1.696,7.924,4.242,2,0.688,37.3564256,-101.1060452
8,B1 LM,2991,32.469,0.799,0.865,8.461,4.391,2,0.656,37.3564256,-101.1060452
6,B1 LM,2991.5,37.656,0.781,2.169,8.28,3.863,2,0.625,37.3564256,-101.1060452
6,B1 LM,2992,43.531,0.783,4.538,8.597,3.352,2,0.594,37.3564256,-101.1060452
6,B1 LM,2992.5,51.219,0.793,4.914,8.172,3.195,2,0.563,37.3564256,-101.1060452
6,B1 LM,2993,60.719,0.801,3.895,7.726,3.359,2,0.531,37.3564256,-101.1060452
6,B1 LM,2993.5,63.031,0.803,1.46,6.548,3.949,2,0.5,37.3564256,-101.1060452
6,B1 LM,2994,65.125,0.814,0.241,5.668,4.078,2,0.469,37.3564256,-101.1060452
6,B1 LM,2994.5,57.625,0.842,-0.878,6.151,4.164,2,0.438,37.3564256,-101.1060452
6,B1 LM,2995,60.281,0.895,-0.494,5.962,4.375,2,0.406,37.3564256,-101.1060452
6,B1 LM,2995.5,75.125,0.969,0.257,6.14,4.477,2,0.375,37.3564256,-101.1060452
8,B1 LM,2996,97.313,0.995,1.975,6.033,4.738,2,0.344,37.3564256,-101.1060452
8,B1 LM,2996.5,100.375,1.002,1.5,8.412,4.445,2,0.313,37.3564256,-101.1060452
8,B1 LM,2997,89.25,1.006,1.408,9.578,4.27,2,0.281,37.3564256,-101.1060452
8,B1 LM,2997.5,72.063,0.988,2.224,10.276,4.246,2,0.25,37.3564256,-101.1060452
8,B1 LM,2998,72.625,0.968,3.323,9.323,4.144,2,0.219,37.3564256,-101.1060452
8,B1 LM,2998.5,73.813,0.934,4.188,9.387,4.187,2,0.188,37.3564256,-101.1060452
8,B1 LM,2999,78,0.887,3.038,9.266,4.144,2,0.156,37.3564256,-101.1060452
8,B1 LM,2999.5,96.813,0.825,2.094,8.55,4.578,2,0.125,37.3564256,-101.1060452
8,B1 LM,3000,145.75,0.755,1.651,10.849,2.908,2,0.094,37.3564256,-101.1060452
3,B2 SH,3000.5,207.125,0.707,-0.923,22.896,2.35,2,0.063,37.3564256,-101.1060452
3,B2 SH,3001,221.125,0.664,-9.69,39.427,2.043,2,0.031,37.3564256,-101.1060452
3,B2 SH,3001.5,183.375,0.61,-9.88,45.231,1.927,1,1,37.3564256,-101.1060452
3,B2 SH,3002,124.438,0.558,-7.337,46.692,2.15,1,0.917,37.3564256,-101.1060452
3,B2 SH,3002.5,93.438,0.516,2.671,42.934,2.004,1,0.833,37.3564256,-101.1060452
3,B2 SH,3003,81.625,0.492,6.728,44.249,1.641,1,0.75,37.3564256,-101.1060452
3,B2 SH,3003.5,78.813,0.505,2.318,48.464,1.465,1,0.667,37.3564256,-101.1060452
3,B2 SH,3004,74.5,0.535,-8.228,52.369,1.513,1,0.583,37.3564256,-101.1060452
3,B2 SH,3004.5,75.563,0.548,-16.331,46.605,1.741,1,0.5,37.3564256,-101.1060452
3,B2 SH,3005,69.438,0.556,-18.252,40.175,2.879,1,0.417,37.3564256,-101.1060452
3,B2 SH,3005.5,63.063,0.638,5.584,32.941,2.285,1,0.25,37.3564256,-101.1060452
7,B2 SH,3006,67.5,0.696,-1.373,37.75,2.102,1,0.167,37.3564256,-101.1060452
3,B2 SH,3006.5,64.938,0.771,-9.77,34.037,2.199,1,0.083,37.3564256,-101.1060452
5,B2 LM,3007,60.281,0.828,-10.539,24.016,3.854,2,1,37.3564256,-101.1060452
5,B2 LM,3007.5,48.844,0.84,-3.23,16.706,4.781,2,0.967,37.3564256,-101.1060452
8,B2 LM,3008,39.156,0.852,2.505,11.704,4.871,2,0.933,37.3564256,-101.1060452
8,B2 LM,3008.5,31.453,0.872,1.34,12.82,4.742,2,0.9,37.3564256,-101.1060452
8,B2 LM,3009,27.031,0.883,0.933,12.641,4.578,2,0.867,37.3564256,-101.1060452
9,B2 LM,3009.5,31.453,0.899,0.99,12.242,4.52,2,0.833,37.3564256,-101.1060452
9,B2 LM,3010,37.844,0.895,1.105,12.128,4.727,2,0.8,37.3564256,-101.1060452
9,B2 LM,3010.5,43.313,0.898,0.916,12.512,4.687,2,0.767,37.3564256,-101.1060452
9,B2 LM,3011,41.906,0.891,0.793,13.074,4.594,2,0.733,37.3564256,-101.1060452
9,B2 LM,3011.5,35.063,0.878,0.492,13.229,4.867,2,0.7,37.3564256,-101.1060452
9,B2 LM,3012,32.531,0.867,-0.022,12.376,4.93,2,0.667,37.3564256,-101.1060452
9,B2 LM,3012.5,30.906,0.85,-1.111,11.17,5.352,2,0.633,37.3564256,-101.1060452
9,B2 LM,3013,32.188,0.821,-1.42,9.721,4.961,2,0.6,37.3564256,-101.1060452
9,B2 LM,3013.5,34.281,0.778,-1.263,9.076,5.012,2,0.567,37.3564256,-101.1060452
9,B2 LM,3014,40.844,0.724,-0.57,8.284,4.652,2,0.533,37.3564256,-101.1060452
6,B2 LM,3014.5,52.75,0.68,0.108,8.388,3.912,2,0.5,37.3564256,-101.1060452
6,B2 LM,3015,68.125,0.62,1.744,8.656,3.065,2,0.467,37.3564256,-101.1060452
6,B2 LM,3015.5,96.063,0.504,4.265,11.75,2.76,2,0.433,37.3564256,-101.1060452
7,B2 LM,3016,119.438,0.383,5.89,15.545,2.656,2,0.4,37.3564256,-101.1060452
7,B2 LM,3016.5,131.875,0.339,6.374,19.456,2.926,2,0.367,37.3564256,-101.1060452
7,B2 LM,3017,124.563,0.277,5.916,20.939,3.053,2,0.333,37.3564256,-101.1060452
7,B2 LM,3017.5,100.625,0.224,5.712,21.876,3.297,2,0.3,37.3564256,-101.1060452
7,B2 LM,3018,83.313,0.194,5.443,22.291,3.348,2,0.267,37.3564256,-101.1060452
7,B2 LM,3018.5,72.563,0.192,3.586,20.095,3.363,2,0.233,37.3564256,-101.1060452
7,B2 LM,3019,93.125,0.208,1.204,16.227,3.857,2,0.2,37.3564256,-101.1060452
7,B2 LM,3019.5,117.75,0.237,0.16,12.096,3.961,2,0.167,37.3564256,-101.1060452
5,B2 LM,3020,131.875,0.29,1.229,11.223,3.775,2,0.133,37.3564256,-101.1060452
6,B2 LM,3020.5,124.25,0.341,3.054,11.106,3.232,2,0.1,37.3564256,-101.1060452
8,B2 LM,3021,106.25,0.401,3.396,10.764,2.981,2,0.067,37.3564256,-101.1060452
3,B3 SH,3021.5,87.875,0.5,3.797,9.68,3.201,2,0.033,37.3564256,-101.1060452
3,B3 SH,3022,74.938,0.587,3.314,11.139,3.215,1,1,37.3564256,-101.1060452
3,B3 SH,3022.5,67.625,0.633,3.947,13.485,2.94,1,0.929,37.3564256,-101.1060452
2,B3 SH,3023,72.313,0.645,4.261,15.173,2.699,1,0.857,37.3564256,-101.1060452
2,B3 SH,3023.5,70.5,0.653,3.445,15.842,2.647,1,0.786,37.3564256,-101.1060452
2,B3 SH,3024,70.188,0.649,3.398,14.082,2.91,1,0.714,37.3564256,-101.1060452
2,B3 SH,3024.5,66.25,0.639,3.774,13.657,2.963,1,0.643,37.3564256,-101.1060452
2,B3 SH,3025,66.813,0.635,3.915,11.173,2.945,1,0.571,37.3564256,-101.1060452
2,B3 SH,3025.5,66.875,0.617,2.883,10.252,3.205,1,0.5,37.3564256,-101.1060452
2,B3 SH,3026,71.438,0.624,2.114,12.681,3.123,1,0.429,37.3564256,-101.1060452
2,B3 SH,3026.5,83.688,0.651,-0.804,26.781,2.606,1,0.357,37.3564256,-101.1060452
2,B3 SH,3027,85,0.681,-3.342,36.008,2.4,1,0.286,37.3564256,-101.1060452
2,B3 SH,3027.5,85,0.681,-3.342,36.008,2.4,1,0.286,37.3564256,-101.1060452
2,B3 SH,3028,79.313,0.72,-7.159,36.7,2.258,1,0.214,37.3564256,-101.1060452
3,B3 SH,3028.5,60.906,0.75,-8.424,27.272,3.275,1,0.143,37.3564256,-101.1060452
8,B3 LM,3029,47,0.757,-4.656,18.133,3.836,1,0.071,37.3564256,-101.1060452
8,B3 LM,3029.5,31.391,0.772,0.388,11.868,4.023,2,1,37.3564256,-101.1060452
6,B3 LM,3030,26.578,0.81,1.211,10.41,4.207,2,0.929,37.3564256,-101.1060452
6,B3 LM,3030.5,24.75,0.871,0.838,10.148,4.508,2,0.857,37.3564256,-101.1060452
8,B3 LM,3031,28.094,0.912,1.891,8.803,5.105,2,0.786,37.3564256,-101.1060452
6,B3 LM,3031.5,34.656,0.925,1.728,8.868,4.844,2,0.714,37.3564256,-101.1060452
7,B3 LM,3032,39.969,0.926,0.987,9.267,4.445,2,0.643,37.3564256,-101.1060452
7,B3 LM,3032.5,41.5,0.914,0.251,9.222,4.379,2,0.571,37.3564256,-101.1060452
7,B3 LM,3033,33.5,0.898,0.09,8.26,4.668,2,0.5,37.3564256,-101.1060452
7,B3 LM,3033.5,32.625,0.904,2.719,4.947,5.113,2,0.429,37.3564256,-101.1060452
6,B3 LM,3034,36.531,0.912,2.443,3.758,4.746,2,0.357,37.3564256,-101.1060452
6,B3 LM,3034.5,43.281,0.907,2.948,3.351,4.379,2,0.286,37.3564256,-101.1060452
8,B3 LM,3035,53.813,0.895,1.993,5.478,4.066,2,0.214,37.3564256,-101.1060452
8,B3 LM,3035.5,61.281,0.864,3.033,6.635,3.598,2,0.143,37.3564256,-101.1060452
2,B4 SH,3036,69.5,0.837,2.843,8.387,3.268,2,0.071,37.3564256,-101.1060452
2,B4 SH,3036.5,66.563,0.811,3.072,9.184,3.188,1,1,37.3564256,-101.1060452
2,B4 SH,3037,69.688,0.778,3.549,10.806,3.143,1,0.938,37.3564256,-101.1060452
2,B4 SH,3037.5,74.938,0.757,4.616,12.669,3.092,1,0.875,37.3564256,-101.1060452
2,B4 SH,3038,82.188,0.745,4.885,12.937,2.996,1,0.813,37.3564256,-101.1060452
2,B4 SH,3038.5,76.125,0.743,3.581,11.751,3.016,1,0.75,37.3564256,-101.1060452
2,B4 SH,3039,69.875,0.746,2.844,9.412,3.055,1,0.688,37.3564256,-101.1060452
2,B4 SH,3039.5,65.438,0.743,2.723,8.606,3.209,1,0.625,37.3564256,-101.1060452
2,B4 SH,3040,68.938,0.735,3.213,8.067,3.191,1,0.563,37.3564256,-101.1060452
2,B4 SH,3040.5,70.875,0.733,2.796,8.679,3.332,1,0.5,37.3564256,-101.1060452
2,B4 SH,3041,75.375,0.714,2.46,8.917,3.236,1,0.438,37.3564256,-101.1060452
3,B4 SH,3041.5,76.938,0.687,3.565,10.595,2.854,1,0.375,37.3564256,-101.1060452
3,B4 SH,3042,82.188,0.686,3.887,20.624,2.342,1,0.313,37.3564256,-101.1060452
3,B4 SH,3042.5,81.688,0.705,-1.003,35.378,2.123,1,0.25,37.3564256,-101.1060452
8,B4 LM,3044,49.438,0.752,-8.496,19.434,4.785,1,0.063,37.3564256,-101.1060452
8,B4 LM,3044.5,34.375,0.772,-1.453,12.196,5.039,2,1,37.3564256,-101.1060452
8,B4 LM,3045,32,0.817,0.486,11.281,4.742,2,0.929,37.3564256,-101.1060452
8,B4 LM,3045.5,31.516,0.886,-0.126,11.698,4.469,2,0.857,37.3564256,-101.1060452
8,B4 LM,3046,38.531,0.936,-0.711,11.453,4.668,2,0.786,37.3564256,-101.1060452
8,B4 LM,3046.5,50.094,0.959,-0.849,10.175,5.109,2,0.714,37.3564256,-101.1060452
8,B4 LM,3047,58.25,0.963,-1.205,9.017,5.641,2,0.643,37.3564256,-101.1060452
8,B4 LM,3047.5,62.125,0.956,-0.291,7.078,5.082,2,0.571,37.3564256,-101.1060452
6,B4 LM,3048,59.281,0.923,0.877,5.275,4.617,2,0.5,37.3564256,-101.1060452
6,B4 LM,3048.5,59.5,0.871,2.296,3.612,4.125,2,0.429,37.3564256,-101.1060452
6,B4 LM,3049,51.375,0.811,2.231,3.775,4.574,2,0.357,37.3564256,-101.1060452
6,B4 LM,3049.5,46.906,0.752,2.612,4.273,4.285,2,0.286,37.3564256,-101.1060452
6,B4 LM,3050,43.938,0.685,3.529,7.36,3.852,2,0.214,37.3564256,-101.1060452
4,B4 LM,3050.5,49.906,0.64,5.685,11.112,3.678,2,0.143,37.3564256,-101.1060452
6,B4 LM,3051,53.406,0.601,6.364,14.534,3.35,2,0.071,37.3564256,-101.1060452
8,B5 LM,3054,33.906,0.641,1.365,4.739,4.879,1,0.167,37.3564256,-101.1060452
8,B5 LM,3054.5,31.109,0.671,1.659,6.056,4.789,2,1,37.3564256,-101.1060452
8,B5 LM,3055,33.719,0.695,4.629,8.115,3.891,2,0.983,37.3564256,-101.1060452
8,B5 LM,3055.5,45.875,0.69,5.923,10.777,3.691,2,0.967,37.3564256,-101.1060452
7,B5 LM,3056,57.125,0.635,6.613,12.04,3.631,2,0.95,37.3564256,-101.1060452
