Facies,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Latitude,Longitude
2,A1 SH,2836.5,52.62,0.717,1.3,7.45,3.3,1,0.512,37.32596,-101.32513
2,A1 SH,2837,53.66,0.706,1.5,7.85,3.4,1,0.488,37.32596,-101.32513
2,A1 SH,2837.5,55.79,0.688,2.1,8.25,3.3,1,0.465,37.32596,-101.32513
2,A1 SH,2838,58.54,0.666,2.1,8.85,3.2,1,0.442,37.32596,-101.32513
2,A1 SH,2838.5,60.95,0.639,2.1,9.65,3.3,1,0.419,37.32596,-101.32513
2,A1 SH,2839,66.56,0.613,3.7,10.65,3.3,1,0.395,37.32596,-101.32513
2,A1 SH,2839.5,70.88,0.589,5.6,11.4,3.2,1,0.372,37.32596,-101.32513
2,A1 SH,2840,71.57,0.571,6.3,12.45,3.1,1,0.349,37.32596,-101.32513
3,A1 SH,2840.5,72.53,0.555,6.3,13.45,3.2,1,0.326,37.32596,-101.32513
3,A1 SH,2841,67.99,0.542,6.1,14.35,3.1,1,0.302,37.32596,-101.32513
2,A1 SH,2841.5,60.31,0.525,5,14.1,3.2,1,0.279,37.32596,-101.32513
2,A1 SH,2842,55.52,0.504,6.3,11.55,3.2,1,0.256,37.32596,-101.32513
2,A1 SH,2842.5,56.07,0.486,5,11,3.2,1,0.233,37.32596,-101.32513
2,A1 SH,2843,62.67,0.473,-2.6,15.8,3.2,1,0.209,37.32596,-101.32513
2,A1 SH,2843.5,66.9,0.471,-2.2,21.4,3.2,1,0.186,37.32596,-101.32513
2,A1 SH,2844,68.54,0.477,3.1,24.25,3.2,1,0.163,37.32596,-101.32513
2,A1 SH,2844.5,68.7,0.483,3.3,22.85,3.2,1,0.14,37.32596,-101.32513
5,A1 SH,2845,63.2,0.489,9.5,17.25,3.4,2,0.116,37.32596,-101.32513
5,A1 SH,2845.5,60.33,0.493,11.6,15.6,3.7,2,0.093,37.32596,-101.32513
5,A1 SH,2846,58.16,0.491,12.7,14.35,3.8,2,0.07,37.32596,-101.32513
5,A1 SH,2846.5,52.61,0.481,9.9,11.45,3.9,2,0.047,37.32596,-101.32513
3,A1 SH,2847,45.72,0.464,5.2,8.8,3.9,1,0.023,37.32596,-101.32513
6,A1 LM,2847.5,35.92,0.441,4.5,7.95,4,2,1,37.32596,-101.32513
6,A1 LM,2848,26.62,0.422,3.6,10.7,4.3,2,0.988,37.32596,-101.32513
7,A1 LM,2848.5,24.14,0.398,5.9,12.55,4,2,0.976,37.32596,-101.32513
7,A1 LM,2849,24.36,0.375,6.5,12.95,3.9,2,0.963,37.32596,-101.32513
7,A1 LM,2849.5,23.28,0.35,6.5,11.85,4.1,2,0.951,37.32596,-101.32513
7,A1 LM,2850,25.7,0.334,7.7,10.95,4.1,2,0.939,37.32596,-101.32513
7,A1 LM,2850.5,28.2,0.336,8.2,11.2,3.7,2,0.927,37.32596,-101.32513
7,A1 LM,2851,28.35,0.352,8.8,12.1,3.7,2,0.915,37.32596,-101.32513
7,A1 LM,2851.5,31.71,0.377,9,12.8,3.6,2,0.902,37.32596,-101.32513
7,A1 LM,2852,35.52,0.405,9.1,12.75,3.3,2,0.89,37.32596,-101.32513
7,A1 LM,2852.5,39.11,0.431,9.3,12.55,3.2,2,0.878,37.32596,-101.32513
5,A1 LM,2853,44.57,0.458,10.4,12.4,3.2,2,0.866,37.32596,-101.32513
5,A1 LM,2853.5,54.42,0.49,11.1,12.35,3.1,2,0.854,37.32596,-101.32513
5,A1 LM,2854,61.72,0.53,10.9,13.15,3.1,2,0.841,37.32596,-101.32513
5,A1 LM,2854.5,66.81,0.577,11.9,13.55,3.1,2,0.829,37.32596,-101.32513
4,A1 LM,2855,74.17,0.628,11.8,13.5,3.2,2,0.817,37.32596,-101.32513
4,A1 LM,2855.5,82.18,0.679,9.2,12.5,3.5,2,0.805,37.32596,-101.32513
4,A1 LM,2856,85.67,0.725,5.8,9.4,3.6,2,0.793,37.32596,-101.32513
4,A1 LM,2856.5,87.06,0.761,1.6,6.3,3.8,2,0.78,37.32596,-101.32513
4,A1 LM,2857,84.2,0.792,-1.2,4.6,3.8,2,0.768,37.32596,-101.32513
8,A1 LM,2857.5,83.45,0.823,-1.9,4.35,3.9,2,0.756,37.32596,-101.32513
8,A1 LM,2858,90.42,0.86,-1.3,5.75,3.9,2,0.744,37.32596,-101.32513
6,A1 LM,2858.5,100.83,0.898,1.7,7.65,3.8,2,0.732,37.32596,-101.32513
4,A1 LM,2859,108.34,0.93,4.9,9.65,3.9,2,0.72,37.32596,-101.32513
4,A1 LM,2859.5,107.75,0.946,6.5,9.85,3.9,2,0.707,37.32596,-101.32513
4,A1 LM,2860,92.63,0.945,5.3,8.55,3.8,2,0.695,37.32596,-101.32513
4,A1 LM,2860.5,70.46,0.935,1.9,6.25,3.7,2,0.683,37.32596,-101.32513
8,A1 LM,2861,55.67,0.924,-0.5,4.65,3.7,2,0.671,37.32596,-101.32513
8,A1 LM,2861.5,49.35,0.919,-1.2,4.1,3.6,2,0.659,37.32596,-101.32513
8,A1 LM,2862,46.82,0.918,-1,4.8,3.6,2,0.646,37.32596,-101.32513
8,A1 LM,2862.5,48.11,0.91,-0.1,6.65,3.8,2,0.634,37.32596,-101.32513
5,A1 LM,2863,51.66,0.886,1.5,8.65,3.7,2,0.622,37.32596,-101.32513
5,A1 LM,2863.5,49.73,0.847,3.2,10.1,3.6,2,0.61,37.32596,-101.32513
5,A1 LM,2864,51.46,0.801,4.1,11.25,3.6,2,0.598,37.32596,-101.32513
4,A1 LM,2864.5,54.67,0.757,5,12.1,3.6,2,0.585,37.32596,-101.32513
4,A1 LM,2865,56.96,0.721,5.2,12.4,3.6,2,0.573,37.32596,-101.32513
4,A1 LM,2865.5,58.67,0.693,6.2,12.7,3.6,2,0.561,37.32596,-101.32513
4,A1 LM,2866,61.19,0.675,6.6,12.9,3.6,2,0.549,37.32596,-101.32513
4,A1 LM,2866.5,60.77,0.666,6.7,13.25,3.7,2,0.537,37.32596,-101.32513
4,A1 LM,2867,60.99,0.661,6.2,13.5,3.7,2,0.524,37.32596,-101.32513
4,A1 LM,2867.5,63.65,0.658,6.1,13.75,3.6,2,0.512,37.32596,-101.32513
4,A1 LM,2868,66.98,0.654,6,13.8,3.5,2,0.5,37.32596,-101.32513
4,A1 LM,2868.5,68.44,0.646,5.5,14.35,3.5,2,0.488,37.32596,-101.32513
4,A1 LM,2869,71.39,0.638,5,14.8,3.4,2,0.476,37.32596,-101.32513
4,A1 LM,2869.5,73.08,0.63,5.2,14.5,3.3,2,0.463,37.32596,-101.32513
4,A1 LM,2870,71.86,0.624,4.9,14.75,3.3,2,0.451,37.32596,-101.32513
4,A1 LM,2870.5,71.83,0.623,5.2,14.9,3.3,2,0.439,37.32596,-101.32513
4,A1 LM,2871,70.27,0.624,5.8,15.1,3.3,2,0.427,37.32596,-101.32513
4,A1 LM,2871.5,69.65,0.626,6.2,14.8,3.4,2,0.415,37.32596,-101.32513
4,A1 LM,2872,66.78,0.631,5.7,14.15,3.5,2,0.402,37.32596,-101.32513
4,A1 LM,2872.5,64.06,0.638,5.9,12.95,3.5,2,0.39,37.32596,-101.32513
4,A1 LM,2873,60.24,0.651,5.1,11.65,3.5,2,0.378,37.32596,-101.32513
4,A1 LM,2873.5,58.25,0.667,4.2,11.4,3.4,2,0.366,37.32596,-101.32513
6,A1 LM,2874,56.79,0.687,3.5,10.95,3.4,2,0.354,37.32596,-101.32513
6,A1 LM,2874.5,58,0.703,1.8,10.5,3.3,2,0.341,37.32596,-101.32513
6,A1 LM,2875,60.75,0.71,0.8,10.6,3.3,2,0.329,37.32596,-101.32513
4,A1 LM,2875.5,64.48,0.707,2.5,10.45,3.4,2,0.317,37.32596,-101.32513
4,A1 LM,2876,65.37,0.693,4.1,10.25,3.5,2,0.305,37.32596,-101.32513
4,A1 LM,2876.5,65.84,0.672,3.2,10.8,3.4,2,0.293,37.32596,-101.32513
4,A1 LM,2877,67.38,0.65,2.7,11.45,3.3,2,0.28,37.32596,-101.32513
4,A1 LM,2877.5,67.07,0.626,3,12,3.2,2,0.268,37.32596,-101.32513
4,A1 LM,2878,65.28,0.603,3.6,12.8,3,2,0.256,37.32596,-101.32513
4,A1 LM,2878.5,65.26,0.58,3.3,13.75,2.9,2,0.244,37.32596,-101.32513
4,A1 LM,2879,63.4,0.559,3.1,13.85,2.9,2,0.232,37.32596,-101.32513
4,A1 LM,2879.5,64.1,0.544,3,13.9,2.8,2,0.22,37.32596,-101.32513
4,A1 LM,2880,66.77,0.542,2.7,14.45,2.8,2,0.207,37.32596,-101.32513
4,A1 LM,2880.5,69.72,0.554,3.2,14.8,2.9,2,0.195,37.32596,-101.32513
4,A1 LM,2881,71,0.58,4.4,15.2,3.1,2,0.183,37.32596,-101.32513
4,A1 LM,2881.5,69.77,0.617,5.9,14.65,3.3,2,0.171,37.32596,-101.32513
4,A1 LM,2882,64.39,0.665,5.5,12.45,3.6,2,0.159,37.32596,-101.32513
4,A1 LM,2882.5,60.94,0.721,4.9,9.45,4,2,0.146,37.32596,-101.32513
4,A1 LM,2883,56.89,0.785,3.4,7.1,4.3,2,0.134,37.32596,-101.32513
6,A1 LM,2883.5,54.2,0.856,2.7,5.45,4.5,2,0.122,37.32596,-101.32513
6,A1 LM,2884,53.14,0.923,1.3,4.35,4.5,2,0.11,37.32596,-101.32513
6,A1 LM,2884.5,52.7,0.961,0.9,3.45,4.3,2,0.098,37.32596,-101.32513
6,A1 LM,2885,51.93,0.946,0.7,3.65,4.1,2,0.085,37.32596,-101.32513
8,A1 LM,2885.5,56.1,0.887,1.1,4.55,4,2,0.073,37.32596,-101.32513
8,A1 LM,2886,61.49,0.805,2.5,5.95,3.7,2,0.061,37.32596,-101.32513
5,A1 LM,2886.5,68.77,0.725,3.8,8.1,3.4,2,0.049,37.32596,-101.32513
5,A1 LM,2887,78.57,0.658,-0.6,14.2,3.2,2,0.037,37.32596,-101.32513
5,A1 LM,2887.5,85.47,0.61,-2.5,21.35,3,2,0.024,37.32596,-101.32513
5,A1 LM,2888,88.63,0.583,-0.6,28.2,3,2,0.012,37.32596,-101.32513
2,B1 SH,2888.5,88.97,0.569,-0.1,31.65,2.9,1,1,37.32596,-101.32513
3,B1 SH,2889,84.66,0.567,0.2,30.2,3.1,1,0.968,37.32596,-101.32513
3,B1 SH,2889.5,76.48,0.574,0.8,24.4,3.4,1,0.935,37.32596,-101.32513
3,B1 SH,2890,69.35,0.595,-0.7,18.45,3.5,1,0.903,37.32596,-101.32513
3,B1 SH,2890.5,63.07,0.63,7.7,10.55,3.9,1,0.871,37.32596,-101.32513
3,B1 SH,2891,59.01,0.675,7.8,9.3,4,1,0.839,37.32596,-101.32513
3,B1 SH,2891.5,59.94,0.719,8.8,8,4.1,1,0.806,37.32596,-101.32513
3,B1 SH,2892,61.89,0.75,6.5,9.45,4,1,0.774,37.32596,-101.32513
3,B1 SH,2892.5,63.84,0.763,6,10.1,3.8,1,0.742,37.32596,-101.32513
3,B1 SH,2893,65.13,0.76,6.8,10.7,3.8,1,0.71,37.32596,-101.32513
3,B1 SH,2893.5,65.86,0.745,6.8,11.2,3.7,1,0.677,37.32596,-101.32513
3,B1 SH,2894,64.98,0.728,7.3,11.25,3.7,1,0.645,37.32596,-101.32513
3,B1 SH,2894.5,63.13,0.713,6.7,11.25,3.6,1,0.613,37.32596,-101.32513
3,B1 SH,2895,61.3,0.702,6.7,10.65,3.6,1,0.581,37.32596,-101.32513
3,B1 SH,2895.5,59.07,0.695,6.6,10.5,3.5,1,0.548,37.32596,-101.32513
3,B1 SH,2896,54.86,0.691,4.8,9.9,3.4,1,0.516,37.32596,-101.32513
3,B1 SH,2896.5,52.06,0.688,3.1,9.45,3.2,1,0.484,37.32596,-101.32513
2,B1 SH,2897,50.25,0.682,1.9,8.85,3.1,1,0.452,37.32596,-101.32513
2,B1 SH,2897.5,49.94,0.671,1,8.6,3.1,1,0.419,37.32596,-101.32513
2,B1 SH,2898,49.52,0.656,0.5,8.45,3.2,1,0.387,37.32596,-101.32513
2,B1 SH,2898.5,50.38,0.644,0.9,8.35,3.3,1,0.355,37.32596,-101.32513
2,B1 SH,2899,51.74,0.633,1.7,8.85,3.3,1,0.323,37.32596,-101.32513
2,B1 SH,2899.5,54.38,0.623,3.3,9.95,3.4,1,0.29,37.32596,-101.32513
2,B1 SH,2900,57.35,0.613,5.7,10.75,3.3,1,0.258,37.32596,-101.32513
2,B1 SH,2900.5,60.11,0.6,7.2,11,3.3,1,0.226,37.32596,-101.32513
2,B1 SH,2901,60.58,0.589,8.6,11.4,3.2,1,0.194,37.32596,-101.32513
2,B1 SH,2901.5,62.39,0.59,8.2,12.6,3.1,1,0.161,37.32596,-101.32513
2,B1 SH,2902,64.39,0.605,3.8,15.3,3,1,0.129,37.32596,-101.32513
2,B1 SH,2902.5,63.97,0.632,0.4,19.4,3.1,1,0.097,37.32596,-101.32513
2,B1 SH,2903,58.9,0.664,1.6,20.6,3.4,1,0.065,37.32596,-101.32513
2,B1 SH,2903.5,49.15,0.69,-3.2,18.6,3.7,1,0.032,37.32596,-101.32513
3,B1 SH,2904,37.28,0.713,-3.7,13.05,4,1,0.01,37.32596,-101.32513
8,B1 LM,2904.5,37.28,0.713,-3.7,13.05,4,2,1,37.32596,-101.32513
8,B1 LM,2905,24.56,0.743,-1.9,9.55,4.5,2,0.974,37.32596,-101.32513
8,B1 LM,2905.5,18.18,0.785,-0.5,8.55,4.6,2,0.947,37.32596,-101.32513
8,B1 LM,2906,15.89,0.841,1.5,8.05,4.6,2,0.921,37.32596,-101.32513
8,B1 LM,2906.5,15.67,0.898,2.2,7.6,4.6,2,0.895,37.32596,-101.32513
8,B1 LM,2907,15.77,0.932,1,7.1,4.5,2,0.868,37.32596,-101.32513
8,B1 LM,2907.5,14.62,0.928,-0.1,6.35,4.5,2,0.842,37.32596,-101.32513
8,B1 LM,2908,13.92,0.886,-0.3,5.85,4.6,2,0.816,37.32596,-101.32513
8,B1 LM,2908.5,14,0.823,-0.2,6,4.4,2,0.789,37.32596,-101.32513
8,B1 LM,2909,15.63,0.759,0.1,7.05,4.1,2,0.763,37.32596,-101.32513
8,B1 LM,2909.5,18.49,0.708,0.8,9.2,3.9,2,0.737,37.32596,-101.32513
7,B1 LM,2910,23.27,0.664,3.3,10.25,3.8,2,0.711,37.32596,-101.32513
7,B1 LM,2910.5,29.04,0.627,5.5,10.85,3.6,2,0.684,37.32596,-101.32513
7,B1 LM,2911,33.5,0.597,6,9.9,3.6,2,0.658,37.32596,-101.32513
7,B1 LM,2911.5,35.92,0.575,7.3,8.65,3.7,2,0.632,37.32596,-101.32513
7,B1 LM,2912,37.3,0.572,7.4,8,3.8,2,0.605,37.32596,-101.32513
7,B1 LM,2912.5,37.93,0.587,5,8.9,3.9,2,0.579,37.32596,-101.32513
7,B1 LM,2913,37.01,0.622,2.6,9.1,4,2,0.553,37.32596,-101.32513
5,B1 LM,2913.5,34.72,0.671,0.6,8.8,4.2,2,0.526,37.32596,-101.32513
5,B1 LM,2914,33.39,0.723,-1.2,7.9,4.3,2,0.5,37.32596,-101.32513
6,B1 LM,2914.5,32.48,0.769,-1.6,6.8,4.4,2,0.474,37.32596,-101.32513
6,B1 LM,2915,30.69,0.806,-1.6,6.2,4.8,2,0.447,37.32596,-101.32513
6,B1 LM,2915.5,30.51,0.833,-0.5,5.45,4.8,2,0.421,37.32596,-101.32513
8,B1 LM,2916,29.42,0.846,0.3,4.95,4.7,2,0.395,37.32596,-101.32513
8,B1 LM,2916.5,30.47,0.842,-0.8,5.3,4.7,2,0.368,37.32596,-101.32513
6,B1 LM,2917,32.09,0.822,-1.4,6.4,4.7,2,0.342,37.32596,-101.32513
6,B1 LM,2917.5,32.14,0.79,-2.3,8.15,4.6,2,0.316,37.32596,-101.32513
8,B1 LM,2918,32.99,0.757,-4.5,10.25,4.5,2,0.289,37.32596,-101.32513
8,B1 LM,2918.5,31.58,0.727,-6.9,11.95,4.5,2,0.263,37.32596,-101.32513
8,B1 LM,2919,29.07,0.706,-7.3,12.75,4.4,2,0.237,37.32596,-101.32513
8,B1 LM,2919.5,29.97,0.693,-6.7,12.95,4.3,2,0.211,37.32596,-101.32513
8,B1 LM,2920,37.44,0.688,-5.5,12.25,4.3,2,0.184,37.32596,-101.32513
8,B1 LM,2920.5,52.59,0.687,-4.1,10.65,4.3,2,0.158,37.32596,-101.32513
6,B1 LM,2921,68.18,0.684,-2.3,8.35,4.1,2,0.132,37.32596,-101.32513
6,B1 LM,2921.5,80.25,0.674,-0.6,7.3,3.9,2,0.105,37.32596,-101.32513
8,B1 LM,2922,86.51,0.65,1.8,7.9,3.7,2,0.079,37.32596,-101.32513
8,B1 LM,2922.5,86.09,0.616,5.2,8.9,3.4,2,0.053,37.32596,-101.32513
4,B1 LM,2923,86.09,0.616,5.2,8.9,3.4,2,0.053,37.32596,-101.32513
4,B1 LM,2923.5,83.41,0.579,2.3,14.45,3.2,2,0.026,37.32596,-101.32513
3,B2 SH,2924,84.51,0.545,1.3,19.65,3.2,1,1,37.32596,-101.32513
3,B2 SH,2924.5,85.03,0.521,4.3,25.15,3.1,1,0.889,37.32596,-101.32513
3,B2 SH,2925,87.36,0.5,7.2,28.7,3.1,1,0.778,37.32596,-101.32513
2,B2 SH,2925.5,85.73,0.481,9.3,28.35,3.2,1,0.667,37.32596,-101.32513
2,B2 SH,2926,80.2,0.465,7,24.5,3.1,1,0.556,37.32596,-101.32513
2,B2 SH,2926.5,76.12,0.456,3.5,19.35,3.1,1,0.444,37.32596,-101.32513
2,B2 SH,2927,74.5,0.467,10.2,14.1,3.5,1,0.333,37.32596,-101.32513
2,B2 SH,2927.5,73.97,0.498,5.9,16.85,3.5,1,0.222,37.32596,-101.32513
3,B2 SH,2928,71.24,0.545,5.1,20.15,3.6,1,0.111,37.32596,-101.32513
3,B2 SH,2928.5,66.7,0.605,6.7,21.15,3.9,1,0.01,37.32596,-101.32513
6,B2 LM,2929,66.7,0.605,6.7,21.15,3.9,2,1,37.32596,-101.32513
6,B2 LM,2929.5,59.42,0.663,3.1,18.05,4.2,2,0.963,37.32596,-101.32513
6,B2 LM,2930,49,0.713,-0.2,13.7,4.3,2,0.926,37.32596,-101.32513
6,B2 LM,2930.5,39.46,0.76,-0.9,10.25,4.6,2,0.889,37.32596,-101.32513
9,B2 LM,2931,32.31,0.816,-4.2,10.3,4.7,2,0.852,37.32596,-101.32513
9,B2 LM,2931.5,26.09,0.886,-8.5,11.75,4.7,2,0.815,37.32596,-101.32513
9,B2 LM,2932,22.37,0.96,-10.4,12.2,4.7,2,0.778,37.32596,-101.32513
9,B2 LM,2932.5,19.97,1.01,-11.4,11.7,4.7,2,0.741,37.32596,-101.32513
9,B2 LM,2933,18.36,1.013,-11.1,10.25,4.9,2,0.704,37.32596,-101.32513
9,B2 LM,2933.5,16.5,0.964,-8.2,7.7,5,2,0.667,37.32596,-101.32513
9,B2 LM,2934,14.84,0.88,-5,5.7,5,2,0.63,37.32596,-101.32513
9,B2 LM,2934.5,15.72,0.786,-5.6,6.4,5,2,0.593,37.32596,-101.32513
8,B2 LM,2935,17.86,0.7,-6.3,8.45,4.9,2,0.556,37.32596,-101.32513
8,B2 LM,2935.5,19.9,0.623,-7.7,11.45,4.7,2,0.519,37.32596,-101.32513
8,B2 LM,2936,22.42,0.561,-9.5,14.45,4.6,2,0.481,37.32596,-101.32513
8,B2 LM,2936.5,22.62,0.517,-10.2,16.1,4.5,2,0.444,37.32596,-101.32513
8,B2 LM,2937,20.93,0.489,-9.8,16.2,4.4,2,0.407,37.32596,-101.32513
8,B2 LM,2937.5,19.85,0.48,-8.9,15.65,4.3,2,0.37,37.32596,-101.32513
8,B2 LM,2938,18.3,0.494,-7.7,14.65,4.1,2,0.333,37.32596,-101.32513
6,B2 LM,2938.5,19.39,0.531,-6.7,13.35,3.8,2,0.296,37.32596,-101.32513
6,B2 LM,2939,24.34,0.585,-5,11.2,3.8,2,0.259,37.32596,-101.32513
6,B2 LM,2939.5,29.67,0.646,-3.2,8.4,3.8,2,0.222,37.32596,-101.32513
6,B2 LM,2940,33.9,0.709,-2.2,6.3,3.8,2,0.185,37.32596,-101.32513
6,B2 LM,2940.5,39.83,0.757,-1.5,4.95,3.9,2,0.148,37.32596,-101.32513
6,B2 LM,2941,44.94,0.794,-0.4,4.7,3.9,2,0.111,37.32596,-101.32513
4,B2 LM,2941.5,48.55,0.814,0,6.2,3.8,2,0.074,37.32596,-101.32513
3,B3 SH,2942,57.21,0.779,3.8,8.5,3.6,1,1,37.32596,-101.32513
3,B3 SH,2942.5,60.19,0.732,3.8,9,3.5,1,0.952,37.32596,-101.32513
3,B3 SH,2943,60.63,0.684,4,9.4,3.4,1,0.905,37.32596,-101.32513
3,B3 SH,2943.5,64.74,0.645,-2.3,14.75,3.2,1,0.857,37.32596,-101.32513
3,B3 SH,2944,72.79,0.623,-2.9,18.95,3.1,1,0.81,37.32596,-101.32513
3,B3 SH,2944.5,78.41,0.614,-1.7,22.15,3,1,0.762,37.32596,-101.32513
3,B3 SH,2945,83.39,0.607,-0.9,21.65,3.1,1,0.714,37.32596,-101.32513
3,B3 SH,2945.5,82.25,0.6,1.9,17.85,3.3,1,0.667,37.32596,-101.32513
3,B3 SH,2946,75.88,0.592,7.3,12.25,3.4,1,0.619,37.32596,-101.32513
2,B3 SH,2946.5,72.24,0.589,2.9,12.45,3.3,1,0.571,37.32596,-101.32513
2,B3 SH,2947,67.99,0.589,3.5,11.95,3.2,1,0.524,37.32596,-101.32513
3,B3 SH,2947.5,65.41,0.59,3.9,11.45,3.3,1,0.476,37.32596,-101.32513
3,B3 SH,2948,64.93,0.588,3.3,10.65,3.3,1,0.429,37.32596,-101.32513
2,B3 SH,2948.5,61.87,0.579,1.8,11.1,3.2,1,0.381,37.32596,-101.32513
2,B3 SH,2949,59.81,0.565,3.9,10.85,3.2,1,0.333,37.32596,-101.32513
2,B3 SH,2949.5,60.59,0.547,5,11.6,3.2,1,0.286,37.32596,-101.32513
2,B3 SH,2950,65.68,0.529,6.1,11.75,3.2,1,0.238,37.32596,-101.32513
2,B3 SH,2950.5,73.12,0.519,7,12.1,3.2,1,0.19,37.32596,-101.32513
2,B3 SH,2951,77.69,0.52,8.5,12.85,3.3,1,0.143,37.32596,-101.32513
3,B3 SH,2951.5,77.23,0.537,10,13.9,3.4,1,0.095,37.32596,-101.32513
3,B3 SH,2952,72.51,0.567,11.2,14.1,3.5,1,0.048,37.32596,-101.32513
3,B3 SH,2952.5,59.53,0.605,10.2,13.3,3.9,1,0.01,37.32596,-101.32513
5,B3 LM,2953,59.53,0.605,10.2,13.3,3.9,2,1,37.32596,-101.32513
8,B3 LM,2953.5,46.1,0.644,6.5,12.45,4,2,0.9,37.32596,-101.32513
8,B3 LM,2954,34.9,0.68,2.6,8.5,4.3,2,0.8,37.32596,-101.32513
8,B3 LM,2954.5,27.06,0.711,-0.4,6.7,4.4,2,0.7,37.32596,-101.32513
8,B3 LM,2955,23.8,0.724,0.1,6.05,4.4,2,0.6,37.32596,-101.32513
8,B3 LM,2955.5,23.73,0.714,2.1,5.95,4.2,2,0.5,37.32596,-101.32513
8,B3 LM,2956,25.3,0.677,3.7,6.85,4,2,0.4,37.32596,-101.32513
8,B3 LM,2956.5,30.73,0.627,4.7,8.05,3.6,2,0.3,37.32596,-101.32513
5,B3 LM,2957,40.11,0.583,5.2,9.8,3.4,2,0.2,37.32596,-101.32513
9,B3 LM,2957.5,51.02,0.553,3.6,12.3,3.2,2,0.1,37.32596,-101.32513
3,B4 SH,2958,59.94,0.533,4.1,14.55,3.1,1,1,37.32596,-101.32513
3,B4 SH,2958.5,66.64,0.521,5.9,14.85,3,1,0.95,37.32596,-101.32513
2,B4 SH,2959,67.56,0.512,3.2,12.7,2.9,1,0.9,37.32596,-101.32513
2,B4 SH,2959.5,64.7,0.512,2.3,10.55,3,1,0.85,37.32596,-101.32513
2,B4 SH,2960,62.96,0.522,2.2,9.5,3.2,1,0.8,37.32596,-101.32513
2,B4 SH,2960.5,63.92,0.544,2.4,9.7,3.2,1,0.75,37.32596,-101.32513
3,B4 SH,2961,66.19,0.569,3.1,10.35,3.2,1,0.7,37.32596,-101.32513
2,B4 SH,2961.5,67.73,0.591,4.9,10.75,3.3,1,0.65,37.32596,-101.32513
2,B4 SH,2962,69.53,0.603,6,11.4,3.3,1,0.6,37.32596,-101.32513
2,B4 SH,2962.5,69.57,0.609,6.2,11.5,3.1,1,0.55,37.32596,-101.32513
2,B4 SH,2963,66.4,0.606,4.5,10.65,3.1,1,0.5,37.32596,-101.32513
2,B4 SH,2963.5,63.73,0.602,2.7,9.65,3.1,1,0.45,37.32596,-101.32513
2,B4 SH,2964,61.19,0.598,2.3,8.85,3.2,1,0.4,37.32596,-101.32513
2,B4 SH,2964.5,61.34,0.593,2.2,8.8,3.2,1,0.35,37.32596,-101.32513
2,B4 SH,2965,63.16,0.587,2.2,9.5,3.2,1,0.3,37.32596,-101.32513
2,B4 SH,2965.5,67.6,0.581,2.7,10.05,3.2,1,0.25,37.32596,-101.32513
2,B4 SH,2966,72.68,0.579,3.6,10.8,3.2,1,0.2,37.32596,-101.32513
2,B4 SH,2966.5,76.58,0.587,6.5,11.35,3.2,1,0.15,37.32596,-101.32513
3,B4 SH,2967,76.67,0.605,7.8,13.5,3.4,1,0.1,37.32596,-101.32513
3,B4 SH,2967.5,72.12,0.629,8.8,15.1,3.6,1,0.05,37.32596,-101.32513
